Track,Artist,Listeners,Playcount,Album,Tags,URL
Chlorine,Twenty One Pilots,553974,6719722,N/A,"['rock', 'indie pop', 'alternative pop', 'trip hop', 'indie']",https://www.last.fm/music/Twenty+One+Pilots/_/Chlorine
Beyond,Leon Bridges,233851,1415074,Lazy Sunday 4,"['soul', '2018', 'soft rock', 'rnb', 'fip']",https://www.last.fm/music/Leon+Bridges/_/Beyond
Wet,Dazey and the Scouts,345687,5116875,Maggot,"['queercore', 'pop punk', 'riot grrrl', 'surf punk', 'indie surf']",https://www.last.fm/music/Dazey+and+the+Scouts/_/Wet
Walking Back Home,Vira Talisa,46841,477000,Vira Talisa,"['dream pop', 'imported by drip.feed']",https://www.last.fm/music/Vira+Talisa/_/Walking+Back+Home
YES IT IS,Leon Thomas,49632,213567,N/A,[],https://www.last.fm/music/Leon+Thomas/_/YES+IT+IS
Big Black Car,Gregory Alan Isakov,510198,4545414,This Empty Northern Hemisphere,"['folk', 'acoustic', 'indie', 'singer-songwriter', 'americana']",https://www.last.fm/music/Gregory+Alan+Isakov/_/Big+Black+Car
Navajo,Masego,339680,2445450,N/A,['FM4'],https://www.last.fm/music/masego/_/Navajo
A Pearl,Mitski,781286,13018474,Be the Cowboy,"['indie rock', 'indie', 'chamber pop', 'noise pop', 'art rock']",https://www.last.fm/music/Mitski/_/A+Pearl
I Know The End,Phoebe Bridgers,734854,15161634,I Know the End,"['indie', 'indie rock', 'pop', 'singer-songwriter', 'chamber pop']",https://www.last.fm/music/Phoebe+Bridgers/_/I+Know+the+End
Coming Home,Leon Bridges,376408,2166216,Coming Home,"['soul', '2010s', '2015', 'vocal', 'happy']",https://www.last.fm/music/Leon+Bridges/_/Coming+Home
This Hurts,Mindless Self Indulgence,95556,1283542,Pink,[],https://www.last.fm/music/Mindless+Self+Indulgence/_/This+Hurts
Sit Next to Me,Foster The People,414906,3627460,Sacred Hearts Club,"['rock', 'dance-pop', 'psychedelic', 'american', 'synthpop']",https://www.last.fm/music/Foster+the+People/_/Sit+Next+to+Me
A Storm on a Summers Day,"Full Crate, Gaidaa",1161,4027,N/A,[],"https://www.last.fm/music/Full+Crate,+Gaidaa/_/A+Storm+on+a+Summers+Day"
Let's Go Back,Jungle,141865,699153,Let's Go Back,[],https://www.last.fm/music/Jungle/_/Let%27s+Go+Back
Digital Bath,Deftones,934673,9723258,White Pony,"['alternative', 'rock', 'metal', 'alternative rock', 'Deftones']",https://www.last.fm/music/Deftones/_/Digital+Bath
Waiting Room,Phoebe Bridgers,450109,9344710,Waiting Room,"['alternative', 'alternative rock', 'folk', 'indie rock', 'folk rock']",https://www.last.fm/music/Phoebe+Bridgers/_/Waiting+Room
Look At That Woman,ROLE MODEL,131215,1125478,N/A,[],https://www.last.fm/music/Role+Model/_/Look+At+That+Woman
Legend,The Score,148954,1030209,Myths & Legends,"['indie', 'rock', 'alternative', 'pop rock', 'mod']",https://www.last.fm/music/The+Score/_/Legend
Roi,"Videoclub, Adèle Castillon, Mattyeux",2092,17327,N/A,[],"https://www.last.fm/music/Videoclub,+Ad%C3%A8le+Castillon,+Mattyeux/_/Roi"
Texas Sun,"Khruangbin, Leon Bridges",8716,33015,N/A,[],"https://www.last.fm/music/Khruangbin,+Leon+Bridges/_/Texas+Sun"
Ruined Me,Muni Long,33567,260078,Ruined Me,"['rnb', 'motomano']",https://www.last.fm/music/Muni+Long/_/Ruined+Me
Shut Me Up,Mindless Self Indulgence,546666,6459905,You'll Rebel To Anything,"['industrial', 'industrial jungle pussy punk', 'punk', 'electronic', 'rock']",https://www.last.fm/music/Mindless+Self+Indulgence/_/Shut+Me+Up
Routines In The Night,Twenty One Pilots,181930,3175272,N/A,"['trip-hop', 'pop', 'indietronica', 'trip hop', 'Pop-Rock']",https://www.last.fm/music/Twenty+One+Pilots/_/Routines+In+The+Night
Kilby Girl,The Backseat Lovers,568930,7028167,When We Were Friends,"['rock', 'alternative', 'alternative rock', 'indie rock', 'Favorite']",https://www.last.fm/music/The+Backseat+Lovers/_/Kilby+Girl
Alright - 2015 Remaster,Supergrass,183053,480638,N/A,[],https://www.last.fm/music/Supergrass/_/Alright+-+2015+Remaster
Amour plastique,"Videoclub, Adèle Castillon, Mattyeux",5508,31949,N/A,[],"https://www.last.fm/music/Videoclub,+Ad%C3%A8le+Castillon,+Mattyeux/_/Amour+plastique"
Devil Town,Cavetown,588718,7264092,N/A,"['rock', 'pop', 'indie pop', 'indie rock', 'alternative rock']",https://www.last.fm/music/Cavetown/_/devil+town
Advice,Alex G,603646,7390485,TRICK,"['rock', 'alternative rock', 'indie', 'alternative', 'indie rock']",https://www.last.fm/music/Alex+G/_/Advice
Paint On Spring - Remastering,Martin Smith,3793,13869,N/A,[],https://www.last.fm/music/Martin+Smith/_/Paint+On+Spring+-+Remastering
Youth,Glass Animals,412332,4257208,How to Be a Human Being,"['pop', 'british', 'indie pop', 'indiepop', 'fip']",https://www.last.fm/music/Glass+Animals/_/Youth
Mystery Lady,"Masego, Don Toliver",5788,30746,2021 Wrap Up,[],"https://www.last.fm/music/Masego,+Don+Toliver/_/Mystery+Lady"
Treasure In The Hills,Leon Thomas,68208,348903,Electric Dusk,['rnb'],https://www.last.fm/music/Leon+Thomas/_/Treasure+In+The+Hills
Skinny Love,Bon Iver,1577420,19321554,"For Emma, Forever Ago","['folk', 'indie', 'acoustic', 'singer-songwriter', 'beautiful']",https://www.last.fm/music/Bon+Iver/_/Skinny+Love
Intimidated (feat. H.E.R.),"KAYTRANADA, H.E.R.",4664,22689,N/A,"['House', 'rnb']","https://www.last.fm/music/KAYTRANADA,+H.E.R./_/Intimidated+(feat.+H.E.R.)"
Casio,Jungle,267224,2181315,N/A,"['fip', 'nu-disco', 'synth funk', '116 bpm', '2018']",https://www.last.fm/music/Jungle/_/CASIO
Why Why Why Why Why,SAULT,179027,1080514,N/A,"['Gilles Peterson', 'fip', 'MySpotigramBot']",https://www.last.fm/music/Sault/_/Why+why+why+why+why
Gooey,Glass Animals,594756,5399868,Gooey,"['indie', 'chillout', 'chill', 'downtempo', '2014 single']",https://www.last.fm/music/Glass+Animals/_/Gooey
Once More to See You,Mitski,538948,9356456,N/A,"['be-my-baby drum', 'female vocalists', '2010s', '2016', 'seen live']",https://www.last.fm/music/Mitski/_/Once+More+To+See+You
Rät,Penelope Scott,393105,4326061,Public Void,"['electronic', 'indie', 'punk', 'sad', 'depressing']",https://www.last.fm/music/Penelope+Scott/_/R%C3%A4t
Sweet Heat Lightning,Gregory Alan Isakov,48183,266671,Appaloosa Bones,[],https://www.last.fm/music/Gregory+Alan+Isakov/_/Sweet+Heat+Lightning
16 Mirrors,Alex G,552648,8488387,TRICK,"['indie', 'folk', 'singer-songwriter', 'indie folk', 'slacker rock']",https://www.last.fm/music/Alex+G/_/16+Mirrors
忘れられないの,sakanaction,46266,290429,N/A,"['electronic', 'japanese', 'nu-disco', 'synth funk']",https://www.last.fm/music/Sakanaction/_/%E5%BF%98%E3%82%8C%E3%82%89%E3%82%8C%E3%81%AA%E3%81%84%E3%81%AE
I've Been In Love,"Jungle, Channel Tres",5618,32074,N/A,[],"https://www.last.fm/music/Jungle,+Channel+Tres/_/I%27ve+Been+In+Love"
How To Never Stop Being Sad,dandelion hands,432502,7193052,It's All in Your Head,"['sad', 'poetry', 'emo', 'spoken', 'cinematic']",https://www.last.fm/music/dandelion+hands/_/how+to+never+stop+being+sad
Geronimo,Sheppard,447301,2965802,Geronimo,"['indie', 'pop', 'australian', 'indie pop', 'best of 2014']",https://www.last.fm/music/Sheppard/_/Geronimo
NAN CHUN,SE SO NEON,49142,305020,N/A,[],https://www.last.fm/music/Se+So+Neon/_/NAN+CHUN
Overnight,Parcels,193722,1163239,Overnight,"['Daft Punk', 'pop', 'indie pop', 'electro', 'funk']",https://www.last.fm/music/Parcels/_/Overnight
Street Spirit (Fade Out),Radiohead,1275311,11562159,The Bends,"['alternative', 'alternative rock', 'rock', 'radiohead', 'indie']",https://www.last.fm/music/Radiohead/_/Street+Spirit+(Fade+Out)
Never Felt So Alone,Labrinth,468537,4411513,Never Felt So Alone,"['Labrinth', 'MySpotigramBot', '-1001578764788', 'Never Felt So Alone (feat. Billie Eilish)']",https://www.last.fm/music/Labrinth/_/Never+Felt+So+Alone
All Time Low,Jon Bellion,431384,3630148,The Human Condition,"['electronic', 'low low low low low low low low low', 'american', 'Favorite', 'Hip-Hop']",https://www.last.fm/music/Jon+Bellion/_/All+Time+Low
Home - 2019 Remaster,Edward Sharpe & The Magnetic Zeros,139753,436517,N/A,[],https://www.last.fm/music/Edward+Sharpe+&+The+Magnetic+Zeros/_/Home+-+2019+Remaster
Almost (Sweet Music),Hozier,484343,5355725,Conexión Musical,"['soul', 'rock', 'blues', 'seen live', 'pop']",https://www.last.fm/music/Hozier/_/Almost+(Sweet+Music)
Come A Little Closer,Cage The Elephant,963447,9732751,Melophobia,"['indie', 'alternative rock', 'rock', 'indie rock', 'alternative']",https://www.last.fm/music/Cage+the+Elephant/_/Come+a+Little+Closer
新宝島,sakanaction,44388,418820,Sakana Zukan (Limited Pressing),"['electronic', 'rock', 'japanese', 'J-rock']",https://www.last.fm/music/Sakanaction/_/%E6%96%B0%E5%AE%9D%E5%B3%B6
THE LONELIEST,Måneskin,291546,3611599,The Loneliest,"['rock', 'Ballad', 'alternative rock', 'sad', 'pop rock']",https://www.last.fm/music/M%C3%A5neskin/_/THE+LONELIEST
It's Called: Freefall,Rainbow Kitten Surprise,550669,7756522,"How To: Friend, Love, Freefall","['indie', 'rock', 'indie pop', 'indie rock', 'sad']",https://www.last.fm/music/Rainbow+Kitten+Surprise/_/It%27s+Called:+Freefall
Ode to a Conversation Stuck in Your Throat,Del Water Gap,385081,4173355,Del Water Gap,"['indie', 'country', 'alternative', 'folk', 'contemporary folk']",https://www.last.fm/music/Del+Water+Gap/_/Ode+to+a+Conversation+Stuck+in+Your+Throat
For the Love of God,Mindless Self Indulgence,63085,618058,N/A,['post-nerdcore'],https://www.last.fm/music/Mindless+Self+Indulgence/_/For+the+Love+of+God
Time Moves Slow,"BADBADNOTGOOD, Samuel T. Herring",11141,54374,N/A,[],"https://www.last.fm/music/Badbadnotgood,+Samuel+T.+Herring/_/Time+Moves+Slow"
Dating Tayo,TJ Monterde,35719,289661,TJ Monterde - EP,[],https://www.last.fm/music/TJ+Monterde/_/Dating+Tayo
Leave a Light On,Tom Walker,239468,2017844,Leave a Light On,"['pop', 'Soundtrack', 'metal', 'electronic', 'indie']",https://www.last.fm/music/Tom+Walker/_/Leave+a+Light+On
Cherry Wine - Live,Hozier,663648,7816534,Hozier (Deluxe),"['seen live', 'indie rock', 'acoustic', 'amazing', 'cry']",https://www.last.fm/music/Hozier/_/Cherry+Wine+-+Live
Wildfires,SAULT,244091,1598281,Untitled (Black Is),"['nice', 'fip', 'woman', 'personal favourites', 'alt-RnB']",https://www.last.fm/music/Sault/_/Wildfires
Paint,The Paper Kites,357089,2274246,Young North,"['indie', 'folk', 'blues', 'melancholy', 'good']",https://www.last.fm/music/The+Paper+Kites/_/Paint
Oh Ana,Mother Mother,452221,4252421,Touch Up,"['ana', 'indie', 'folk', 'indie pop', 'indie rock']",https://www.last.fm/music/Mother+Mother/_/Oh+Ana
4 Morant (Better Luck Next Time),Com Truise,306717,3006064,Brokendate,"['pop rap', 'hypnagogic pop', 'cloud rap', 'synthwave', 'chillsynth']",https://www.last.fm/music/Com+Truise/_/4+Morant+(Better+Luck+Next+Time)
Serana,For Revenge,16643,181666,Serana - Single,"['indie', 'emotional']",https://www.last.fm/music/For+Revenge/_/Serana
Vanille fraise,L'Impératrice,177182,872222,Vanille Fraise,"['electronic', 'funky', 'good vibes']",https://www.last.fm/music/L%27Imp%C3%A9ratrice/_/Vanille+Fraise
Amsterdam,Gregory Alan Isakov,374873,3089559,The Weatherman,"['indie', 'acoustic', 'waltz', 'folk', 'singer-songwriter']",https://www.last.fm/music/Gregory+Alan+Isakov/_/Amsterdam
Jo Tum Mere Ho,Anuv Jain,21919,263058,Jo Tum Mere Ho,[],https://www.last.fm/music/Anuv+Jain/_/Jo+Tum+Mere+Ho
Y Que Fue?,Don Miguelo,24528,155248,¿Y Qué Fue? - Single,[],https://www.last.fm/music/Don+Miguelo/_/Y+Que+Fue%3F
Despacito,"Luis Fonsi, Daddy Yankee",9721,45163,Pop Royalty,[],"https://www.last.fm/music/Luis+Fonsi,+Daddy+Yankee/_/Despacito"
Automotivo Bibi Fogosa,"Bibi Babydoll, Dj Brunin XM, KZA Produções",11136,74249,N/A,[],"https://www.last.fm/music/Bibi+Babydoll,+Dj+Brunin+XM,+KZA+Produ%C3%A7%C3%B5es/_/Automotivo+Bibi+Fogosa"
Si Antes Te Hubiera Conocido,KAROL G,306991,2969443,Si Antes Te Hubiera Conocido,"['latin', 'merengue', 'party', '2020s', 'playlista rmf fm']",https://www.last.fm/music/Karol+G/_/Si+Antes+Te+Hubiera+Conocido
Mi Gente,"J Balvin, Willy William",14275,56703,Mi Gente,"['pop', 'latin', 'hits']","https://www.last.fm/music/J+Balvin,+Willy+William/_/Mi+Gente"
Mirándote,Rvfv,85924,597414,Mirándote,"['MySpotigramBot', '-1001333387036']",https://www.last.fm/music/Rvfv/_/Mir%C3%A1ndote
Me Gustas Tu,Manu Chao,443954,2679571,Proxima Estación: Esperanza,"['reggae', 'latin', 'spanish', 'world', 'alternative']",https://www.last.fm/music/Manu+Chao/_/Me+gustas+t%C3%BA
ESTE,"El Alfa, Nfasis",585,2516,N/A,[],"https://www.last.fm/music/El+Alfa,+Nfasis/_/ESTE"
Shower,Becky G,648304,4269158,Shower,"['pop', '2014', 'best of 2014', 'female vocalists', 'hip hop']",https://www.last.fm/music/Becky+G/_/Shower
Onlyfans,"Bibi Babydoll, d.silvestre",4553,30531,N/A,[],"https://www.last.fm/music/Bibi+Babydoll,+d.silvestre/_/Onlyfans"
La Mamá de la Mamá,"El Alfa, El Cherry Scom, CJ",1143,5904,N/A,[],"https://www.last.fm/music/El+Alfa,+El+Cherry+Scom,+CJ/_/La+Mam%C3%A1+de+la+Mam%C3%A1"
Easier Said Than Done,Thee Sacred Souls,404810,2260278,N/A,"['soul', 'daptone', 'fip', '2022', 'Penrose']",https://www.last.fm/music/Thee+Sacred+Souls/_/Easier+said+than+done
Yo Voy (feat. Daddy Yankee),Zion & Lennox,387484,3176771,N/A,"['Reggaeton', 'Daddy Yankee']",https://www.last.fm/music/Zion+&+Lennox/_/Yo+Voy+(Feat.+Daddy+Yankee)
X,"Nicky Jam, J Balvin",5408,24657,N/A,[],"https://www.last.fm/music/Nicky+Jam,+J+Balvin/_/X"
"Whenever, Wherever",Shakira,949149,5941409,Laundry Service,"['pop', 'Shakira', 'dance', 'latin', 'sexy']","https://www.last.fm/music/Shakira/_/Whenever,+Wherever"
Pepas,Farruko,396885,3242629,Bravo The Hits 2021,"['party', 'latin', 'dance', 'spanish', 'latino']",https://www.last.fm/music/Farruko/_/Pepas
Can I Call You Rose?,Thee Sacred Souls,342981,2243894,Can I Call You Rose?,"['soul', 'questions', 'names of people', '2020', 'flowers and plants']",https://www.last.fm/music/Thee+Sacred+Souls/_/Can+I+Call+You+Rose%3F
Con Calma,"Daddy Yankee, Snow",5655,24319,Sur la route des vacances,[],"https://www.last.fm/music/Daddy+Yankee,+Snow/_/Con+Calma"
Can't Remember to Forget You (feat. Rihanna),"Shakira, Rihanna",613627,5349824,N/A,"['pop', 'reggae', '2014', 'rock', 'sexy']",https://www.last.fm/music/Shakira/_/Can%27t+Remember+to+Forget+You+(feat.+Rihanna)
ZEZE (feat. Travis Scott & Offset),"Kodak Black, Offset, Travis Scott",8372,45208,N/A,[],"https://www.last.fm/music/Kodak+Black,+Offset,+Travis+Scott/_/ZEZE+(feat.+Travis+Scott+&+Offset)"
Will I See You Again?,Thee Sacred Souls,366705,2590523,Will I See You Again? / It's Our Love,"['soul', 'best of 2020', 'Love', 'guitar', 'waiting']",https://www.last.fm/music/Thee+Sacred+Souls/_/Will+I+See+You+Again%3F
Love Is The Way,Thee Sacred Souls,187072,724254,Love Is the Way - Single,"['soul', '2022', 'Penrose']",https://www.last.fm/music/Thee+Sacred+Souls/_/Love+Is+The+Way
Try Everything,Shakira,161419,917495,Zootopia (Original Motion Picture Soundtrack),"['Soundtrack', 'Disney', 'pop', 'dance', 'latin']",https://www.last.fm/music/Shakira/_/Try+Everything
La Romana,"Bad Bunny, El Alfa",3185,17529,N/A,[],"https://www.last.fm/music/Bad+Bunny,+El+Alfa/_/La+Romana"
Tití Me Preguntó,Bad Bunny,547856,7424409,N/A,"['Reggaeton', 'MySpotigramBot', 'latin', 'fire', 'king of pop']",https://www.last.fm/music/Bad+Bunny/_/Tit%C3%AD+Me+Pregunt%C3%B3
Rompe,Daddy Yankee,264142,1526539,Barrio Fino en Directo,"['Reggaeton', 'Daddy Yankee', 'Hip-Hop', 'latin', 'rap']",https://www.last.fm/music/Daddy+Yankee/_/Rompe
Después De La 1,"Cris Mj, FloyyMenor, LOUKI",993,6693,N/A,[],"https://www.last.fm/music/Cris+MJ,+FloyyMenor,+LOUKI/_/Despu%C3%A9s+De+La+1"
Chantaje (feat. Maluma),"Shakira, Maluma",7668,36981,N/A,[],"https://www.last.fm/music/Shakira,+Maluma/_/Chantaje+(feat.+Maluma)"
Bailando - Spanish Version,"Enrique Iglesias, Descemer Bueno, Gente De Zona",4136,18729,N/A,[],"https://www.last.fm/music/Enrique+Iglesias,+Descemer+Bueno,+Gente+De+Zona/_/Bailando+-+Spanish+Version"
Hasta el Amanecer,Nicky Jam,159033,913405,Fénix,"['latin', 'Reggaeton', '2016', 'spanish', 'pop']",https://www.last.fm/music/Nicky+Jam/_/Hasta+el+Amanecer
Malas Decisiones,Kenia OS,94764,1372033,N/A,"['dance', 'latin']",https://www.last.fm/music/Kenia+os/_/Malas+Decisiones
She Wolf,Shakira,960360,7637054,She Wolf,"['pop', 'Shakira', 'dance', 'sexy', 'female vocalists']",https://www.last.fm/music/Shakira/_/She+Wolf
4K,"El Alfa, Darell, Noriel",2098,12736,N/A,[],"https://www.last.fm/music/El+Alfa,+Darell,+Noriel/_/4K"
MIA,"Bad Bunny, Drake",2800,11131,N/A,[],"https://www.last.fm/music/Bad+Bunny,+Drake/_/MIA"
Limbo,Daddy Yankee,203263,1217780,Prestige,"['Reggaeton', 'Nassa', 'reggae', 'latin', 'youtube']",https://www.last.fm/music/Daddy+Yankee/_/Limbo
LALA,Myke Towers,218899,1762778,LA VIDA ES UNA,['Reggaeton'],https://www.last.fm/music/Myke+Towers/_/LALA
MONACO,Bad Bunny,325103,3307027,nadie sabe lo que va a pasar mañana,"['trap', 'trap latino', 'Hip-Hop', 'rap', 'latin']",https://www.last.fm/music/Bad+Bunny/_/MONACO
Livin' la Vida Loca,Ricky Martin,721425,3719464,The Best of Ricky Martin,"['latin', 'pop', 'dance', '90s', 'Ricky Martin']",https://www.last.fm/music/Ricky+Martin/_/Livin%27+La+Vida+Loca
Vaquero - Remix,"Bellakath, El Malilla, El Bogueto, Andres Castillo, La Dinastia, Riky Produce",495,3495,N/A,[],"https://www.last.fm/music/Bellakath,+El+Malilla,+El+Bogueto,+Andres+Castillo,+La+Dinastia,+Riky+Produce/_/Vaquero+-+Remix"
Mambo No. 5 (a Little Bit of...),Lou Bega,664446,3130957,A Little Bit Of Mambo,"['90s', 'pop', 'dance', 'mambo', 'latin']",https://www.last.fm/music/Lou+Bega/_/Mambo+No.+5+(A+Little+Bit+Of...)
Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",1051,8347,N/A,[],"https://www.last.fm/music/Omar+Courtz,+De+La+Rose/_/Q+U+E+V+A+S+H+A+C+E+R+H+O+Y+%3F"
Santa,"Rvssian, Rauw Alejandro, Ayra Starr",3010,19674,N/A,[],"https://www.last.fm/music/Rvssian,+Rauw+Alejandro,+Ayra+Starr/_/Santa"
El Perdón (with Enrique Iglesias),"Nicky Jam, Enrique Iglesias",1470,5685,N/A,[],"https://www.last.fm/music/Nicky+Jam,+Enrique+Iglesias/_/El+Perd%C3%B3n+(with+Enrique+Iglesias)"
PERRO NEGRO,"Bad Bunny, Feid",6091,46129,N/A,['Reggaeton'],"https://www.last.fm/music/Bad+Bunny,+Feid/_/PERRO+NEGRO"
Échame La Culpa,"Luis Fonsi, Demi Lovato",9615,54374,Un Día Genial,['Latino Pop'],"https://www.last.fm/music/Luis+Fonsi,+Demi+Lovato/_/%C3%89chame+La+Culpa"
LA CANCIÓN,"J Balvin, Bad Bunny",6898,39215,Loca Navidad Perreo Vol. 5,[],"https://www.last.fm/music/J+Balvin,+Bad+Bunny/_/LA+CANCI%C3%93N"
Me Porto Bonito,"Bad Bunny, Chencho Corleone",10924,69291,N/A,[],"https://www.last.fm/music/Bad+Bunny,+Chencho+Corleone/_/Me+Porto+Bonito"
Feliz Navidad,José Feliciano,983656,4104168,Feliz Navidad,"['christmas', 'xmas', 'Weihnachten', 'latin', 'pop']",https://www.last.fm/music/Jos%C3%A9+Feliciano/_/Feliz+Navidad
TQG,"KAROL G, Shakira",10232,71603,Bravo Hits Wiosna 2023,[],"https://www.last.fm/music/KAROL+G,+Shakira/_/TQG"
I'm Like A Bird,Nelly Furtado,761289,3825942,"Whoa, Nelly!","['pop', 'female vocalists', 'Nelly Furtado', 'Canadian', 'female vocalist']",https://www.last.fm/music/Nelly+Furtado/_/I%27m+Like+a+Bird
DÁKITI,"Bad Bunny, JHAYCO",6121,36899,N/A,[],"https://www.last.fm/music/Bad+Bunny,+Jhayco/_/D%C3%81KITI"
Roll in Peace (feat. XXXTENTACION),"Kodak Black, XXXTENTACION",5330,25770,N/A,[],"https://www.last.fm/music/Kodak+Black,+XXXTENTACION/_/Roll+in+Peace+(feat.+XXXTENTACION)"
"Shakira: Bzrp Music Sessions, Vol. 53","Bizarrap, Shakira",11107,69585,N/A,[],"https://www.last.fm/music/Bizarrap,+Shakira/_/Shakira:+Bzrp+Music+Sessions,+Vol.+53"
QLONA,"KAROL G, Peso Pluma",6754,58854,N/A,[],"https://www.last.fm/music/Karol+G,+Peso+Pluma/_/QLONA"
