Track,Artist,Listeners,Playcount
Spiegel im spiegel,"Arvo Pärt, Angèle Dubeau, La Pietà",503,1386
"Tchaikovsky: The Nutcracker, Op. 71: Miniature Overture","Pyotr Ilyich Tchaikovsky, Sir Simon Rattle, Berliner Philharmoniker",631,1709
La Campanella,Franz Liszt,136969,397419
"Bizet: Carmen, WD 31, Act 1: Habanera. ""L'amour est un oiseau rebelle"" (Carmen, Chœur)","Georges Bizet, Michel Plasson, Angela Gheorghiu, Les Éléments, Orchestre National Du Capitole De Toulouse",569,2054
"Songs Without Words, Book VI Opus 67: No. 2 in F-Sharp Minor","Felix Mendelssohn, Bertrand Chamayou",1187,2981
"Cambridge, 1963",Jóhann Jóhannsson,76662,312439
"Cinderella-Suite Nr. 1, Op. 107: VII. Cinderella's Waltz","Sergei Prokofiev, Ukrainian State Symphony Orchestra, Theodore Kuchar",283,734
Warm Embrace,MettaForm,22857,90920
"Nocturne No. 1 in B flat minor, Op. 9 No. 1","Frédéric Chopin, Nelson Freire",926,2475
The Lark Ascending,"Ralph Vaughan Williams, Andrew Davis, BBC Philharmonic, BBC Symphony Orchestra, Tasmin Little",274,552
Rossini: Guillaume Tell: Overture (Finale),"Gioachino Rossini, Royal Philharmonic Orchestra, Philip Ellis",2,3
"Boccherini: String Quintet in E Major, Op. 11 No. 5, G. 275: III. Minuetto - Trio (Arr. Woodhouse for String Orchestra)","Luigi Boccherini, Sir Neville Marriner, Academy of St. Martin in the Fields",207,413
"Tahiti Trot, Op. 16 (orchestral transcription of Youmans' Tea for Two): Taiti Trot (Tahiti Trot), Op. 16 (arr. of V. Youmans - Tea for Two)","Dmitri Shostakovich, Russian State Symphony Orchestra, Dmitry Yablonsky",229,451
"Rêverie, CD 76 (Arr. Cullen for Cello and Orchestra)","Claude Debussy, Julian Lloyd Webber, Royal Philharmonic Orchestra, James Judd",167,441
Barber: Adagio for Strings,"Samuel Barber, Sir Simon Rattle, Berliner Philharmoniker",935,2837
Love In Portofino,Andrea Bocelli,20947,83708
Saint-Saëns / Transcr. Vidal: Le carnaval des animaux: XIII. Le cygne,"Camille Saint-Saëns, Gautier Capuçon, Douglas Boyd, Orchestre de chambre de Paris",195,519
Caruso,Andrea Bocelli,63642,191117
"24/7, 365",elijah woods,72021,584815
Here's Your Perfect,Jamie Miller,97518,949355
Until I Found You (with Em Beihold) - Em Beihold Version,"Stephen Sanchez, Em Beihold",11736,68642
From The Start,Laufey,935628,16300092
Sunroof,"Nicky Youre, hey daisy",354,811
pick up the phone,Henry Moodie,26453,230366
Valentine,Laufey,620384,8602781
Until I Found You,Stephen Sanchez,739805,7488070
Little Bit Better,"Caleb Hearn, ROSIE",785,6108
Falling Behind,Laufey,677086,9988279
IT'S YOU (feat. keshi),"MAX, keshi",4124,24731
her,JVKE,68993,490013
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),"MAX, HUH YUNJIN",6569,61535
where we're going,elijah woods,9708,54399
"Take Me Home, Country Roads - Original Version",John Denver,238580,1171395
I Wish You Love,Laufey,334966,3780673
Wonderful Tonight,Eric Clapton,828680,4311700
I Don't Care (with Justin Bieber),"Ed Sheeran, Justin Bieber",3305,11014
Flower,Johnny Stimson,102040,730978
First Love,Hikaru Utada,81539,818749
Easily,Bruno Major,376551,3520657
Galway Girl,Ed Sheeran,565088,4344653
Comedy,Gen Hoshino,129074,1597370
everything everywhere always,elijah woods,40404,236363
The Most Beautiful Thing,Bruno Major,204376,1827813
Like the Movies,Laufey,334135,3216410
"right person, wrong time",Henry Moodie,15315,95212
Castle on the Hill,Ed Sheeran,604571,5091709
Bored,Laufey,239620,2541632
只想把你偷偷藏好(《偷偷藏不住》电视剧主题曲/片头曲),"Silence Wang, 赵露思",352,3097
rocket science,vaultboy,106762,704986
Blue Jeans,GANGGA,61279,523332
NIGHTS LIKE THESE,Benson Boone,115838,780722
ilu,elijah woods,19780,111055
colorblind,Mokita,88023,659284
Like 1999,Valley,89527,688266
有点甜,"Silence Wang, BY2",249,1190
Dive,Ed Sheeran,314158,2191020
Fragile,Laufey,292572,3615851
Slow Dancing in a Burning Room,John Mayer,791369,7123138
everything sucks,vaultboy,159231,1209084
Like Strangers Do,AJ Mitchell,75769,493108
Strangers,Kenya Grace,725768,8135877
Winter Wonderland - Spotify Singles Holiday,Laufey,386397,1396409
Peter Pan Was Right,Anson Seabra,57566,413691
Plastic Love,Mariya Takeuchi,372405,3296270
Tears in Heaven,Eric Clapton,951615,4874881
Lovesick,Laufey,298777,3812580
Before You,Benson Boone,95927,661195
Forever and Ever and Always,Ryan Mack,26548,187319
fingers crossed,elijah woods,48912,304032
you were there for me,Henry Moodie,46970,377666
You're Gonna Live Forever in Me,John Mayer,164152,1188224
Gravity,John Mayer,724446,5647631
Teenage Dream,Stephen Dawes,161740,1236183
Army Dreamers,Kate Bush,396291,3584957
Your Body Is a Wonderland,John Mayer,775350,4656641
If the World Was Ending (feat. Julia Michaels),"JP Saxe, Julia Michaels",7213,38416
Pretty Slowly,Benson Boone,87407,525564
the way that we started (taylor),elijah woods,16383,89050
Supermarket Flowers,Ed Sheeran,322832,2294527
Beautiful People (feat. Khalid),"Ed Sheeran, Khalid",5495,22483
긴 밤이 오면,Eddy Kim,30157,210829
Eyes Closed,Ed Sheeran,238109,1427721
South of the Border (feat. Camila Cabello & Cardi B),"Ed Sheeran, Camila Cabello, Cardi B",4256,19892
Beautiful Scars,Maximillian,43368,303867
Army Dreamers - 2018 Remaster,Kate Bush,370113,2781864
Different Lives,"Fly By Midnight, Rachel Grae",354,3500
Little Bit More,Suriel Hess,57333,366365
Lego House,Ed Sheeran,641807,5369743
Best Friend,Laufey,232763,2246951
ベテルギウス,Yuuri,43321,482866
this is what forever feels like (with Nick Jonas),"JVKE, Nick Jonas",633,3601
this is what heartbreak feels like,JVKE,140431,1299593
LABOUR - the cacophony,Paris Paloma,103498,860969
Numb Little Bug,Em Beihold,272419,3006530
Beautiful Stranger,Laufey,229743,2384195
Second Best,Laufey,265116,3032741
If You Love Her,Forest Blakk,123381,968668
No Choice,Fly By Midnight,21111,179995
In My Room,Chance Peña,391654,3798212
Infinitely Falling,Fly By Midnight,27550,220261
有些,颜人中,13742,125719
Goddess,Laufey,260935,3118101
In The Night,Fly By Midnight,39048,383103
IDK You Yet,Alexander 23,349426,3263435
something to remember,Matt Hansen,82690,661213
No One Knows (with Laufey),"Stephen Sanchez, Laufey",2036,13137
"Take Me Home, Country Roads",John Denver,787379,4793679
Afterglow,Ed Sheeran,217283,1574478
Overwhelmed (Ryan Mack Remix),Ryan Mack,153834,1226417
ドライフラワー,Yuuri,42954,473655
Temporary Love,Keenan Te,6161,36120
Street by Street,Laufey,168860,1584389
One Last Kiss,Hikaru Utada,137538,2057541
LET EM GO,Matt Hansen,55439,438788
Locksmith,Sadie Jean,114101,961644
Lights Are On,Tom Rosenthal,436803,4115642
Baby Can I Hold You,Tracy Chapman,459282,2302599
4runner,Brenn!,126320,999521
アンビバレント,Uru,16535,140475
Cocaine,Eric Clapton,946229,4959536
The A Team,Ed Sheeran,998832,8630862
i am not who i was,Chance Peña,298233,2259769
What If I Wasn't Done Loving You?,Fly By Midnight,20625,160789
Sugar Sweet,Benson Boone,92107,528843
Head In The Clouds,Hayd,44921,364889
This City,Sam Fischer,232994,1702643
labour,Paris Paloma,366535,4223570
To Love Someone,Benson Boone,77472,457171
黑月光,"Mao Buyi, Zhang Bichen",28,100
What If (I Told You I Like You),"Johnny Orlando, kenzie",968,4263
訣愛 (劇集《蒼蘭訣》片頭曲),詹雯婷,13248,200103
High,Stephen Sanchez,207451,1327734
"Oh, Pretty Woman",Roy Orbison,803301,3767933
Mr. Forgettable,David Kushner,224416,2511062
ROOM FOR 2,Benson Boone,64604,377925
"Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver,95261,468829
Time in a Bottle,Jim Croce,778744,5317655
Welcome to Wonderland,Anson Seabra,122650,958116
Vincent,Don McLean,385917,2484151
Perfect Duet (Ed Sheeran & Beyoncé),"Ed Sheeran, Beyoncé",1948,7867
Letter To My 13 Year Old Self,Laufey,223670,2387334
"Lover, You Should've Come Over",Jeff Buckley,1019239,14969327
Song Request (feat. SUGA of BTS),"Lee So Ra, SUGA",6912,80819
DREAM LIKE ME,"Crowd Lu, The Black Skirts",400,1667
I GUESS I'M IN LOVE,Clinton Kane,205685,1947156
"如果可以 - 電影""月老""主題曲",WeiBird,19405,252124
Waiting On the World to Change,John Mayer,873792,5640265
With or Without You,Chris James,20937,108124
You've Got a Friend - 2019 Remaster,James Taylor,68227,257958
Shotgun,George Ezra,373645,3228552
你要的愛,Penny Tai,5649,37905
Annie's Song,John Denver,291768,1602082
我只能离开,颜人中,3083,25283
XO,John Mayer,329261,2005385
年少有為,Ronghao Li,14584,152057
Tenerife Sea,Ed Sheeran,452334,3061087
Checklist (feat. Chromeo),"MAX, Chromeo",1005,4307
"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",John Mayer,189815,1242239
"起風了 (電視劇《加油, 你是最棒的》主題曲)",吳青峰,4602,22624
ひまわりの約束,Motohiro Hata,6915,68214
12:45 - Stripped,Etham,57814,438070
Visiting Hours,Ed Sheeran,164353,1024546
When You Love Someone,James TW,220627,1369003
While You Were Sleeping,Laufey,203752,2316175
ビリミリオン,Yuuri,17288,96633
It's Always Been You,Caleb Hearn,24249,141582
Nothing Compares 2 U,Sinéad O'Connor,819073,4528069
Lover's Moon,Glenn Frey,19298,61657
Love on the Weekend,John Mayer,192357,1298343
Butterflies,Abe Parker,46637,279835
Morning Has Broken - Remastered 2021,Yusuf / Cat Stevens,83039,333434
How Sweet It Is (To Be Loved By You) - 2019 Remaster,James Taylor,86089,340949
Haunted,Laufey,230839,2616338
You've Got a Friend in Me,Randy Newman,268495,973190
j's lullaby (darlin' i'd wait for you),Delaney Bailey,293650,3354084
"Up Where We Belong - From ""An Officer And A Gentleman""","Joe Cocker, Jennifer Warnes",917,2889
Celestial,Ed Sheeran,133584,929941
"Have You Ever Really Loved A Woman? - From ""Don Juan DeMarco"" Soundtrack",Bryan Adams,32291,109365
Falling Slowly,"Glen Hansard, Markéta Irglová",1449,6351
How Would You Feel (Paean),Ed Sheeran,199470,1138932
Beautiful Things - Acoustic,Benson Boone,21951,78109
假裝沒變過,颜人中,5319,46784
黄昏のBAY CITY,Junko Yagami,164726,1217851
better off without me,Matt Hansen,62220,543393
Merry Christmas,"Ed Sheeran, Elton John",3838,13587
シャッター,Yuuri,19348,148755
Chasing Shadows,Alex Warren,57073,403071
It's Too Late,Carole King,557374,2991411
Fingers Crossed,Lauren Spencer Smith,153173,1073618
Miserable Man,David Kushner,160444,1506299
Perfect Day,Lou Reed,964789,6608859
Drive - 2017 Remaster,The Cars,201686,999261
Half of forever,Henrik,101075,599127
Catch & Release - Deepend Remix,"Matt Simons, Deepend",679,2683
Sundown,Gordon Lightfoot,184664,1119969
Operator (That's Not the Way It Feels),Jim Croce,312603,1881663
Eyes On You,Nicky Youre,50049,235229
Southern Nights,Glen Campbell,472501,3477313
Spinnin,"Connor Price, Bens",2208,11111
strangers again,Matt Hansen,17623,93088
烏梅子醬,Ronghao Li,10321,86771
Roses,Jenna Raine,34722,138002
The Power Of Love,Huey Lewis & The News,569793,3044152
Overpass Graffiti,Ed Sheeran,191026,1408407
Sing,Ed Sheeran,577431,4150630
I'll Be Waiting,Cian Ducrot,96735,721627
Days Like This,Van Morrison,180972,878189
Death Wish Love (From Twisters: The Album),Benson Boone,49544,245938
BOYTOY,Halle Abadi,25021,164379
chance with you,mehro,172701,1306540
Give Me Love,Ed Sheeran,553900,4387026
Good To Be,Mark Ambor,80499,518384
WYD Now?,Sadie Jean,114857,1087664
Figure You Out,VOILÀ,114875,1293219
レオ,Yuuri,11475,98051
Reminiscing - Remastered 2010,Little River Band,92319,442055
Green Green Grass,George Ezra,147401,1076665
I’ll Have to Say I Love You in a Song,Jim Croce,67781,294380
VERSIONS OF FOREVER,Matt Hansen,19007,121252
Automatic,Hikaru Utada,45502,379747
Streets of Philadelphia - Single Edit,Bruce Springsteen,178677,994587
You Are So Beautiful,Joe Cocker,323142,1354288
Sahiba,"Jasleen Royal, Stebin Ben, Vijay Deverakonda, Radhikka Madan, Priya Saraiya, Aditya Sharma",134,1009
Palagi - TJxKZ Version,"TJ Monterde, KZ Tandingan",378,3639
Blowin' in the Wind,Bob Dylan,939822,5559458
You Put a Spell on Me,Austin Giorgio,32813,226091
Darkerside,David Kushner,42148,195713
It Is What It Is,Jamie Miller,47160,435582
小星星,Silence Wang,4719,33452
Whiskey Bottle,GANGGA,17136,97216
Beautiful World,Hikaru Utada,73879,1016237
SPLAT,Connor Price,84424,640347
Free Fallin',Tom Petty,835678,4608659
The Mountain Is You,Chance Peña,63014,305897
Fall Into Me,Forest Blakk,58518,336860
AOK,Tai Verdes,132099,720822
That Part,Lauren Spencer Smith,61923,389553
Heart of Gold,Neil Young,886922,5597892
Straight From The Heart,Bryan Adams,164262,679036
メリーゴーランド,Yuuri,11266,89304
Co2,Prateek Kuhad,25382,365518
Layla - Acoustic Live,Eric Clapton,126812,623140
Layla,Derek & The Dominos,513098,2193970
晚安,颜人中,5441,48570
Troubled Waters,Alex Warren,32848,194807
躺在你怀里做一场梦,颜人中,1843,9047
I Should Have Stayed at Home,Ryan Mack,39247,298980
Ironic - 2015 Remaster,Alanis Morissette,315242,1600098
Koi,Gen Hoshino,35505,343036
Long Train Runnin',The Doobie Brothers,515563,2488219
Save You a Seat,Alex Warren,46745,283430
"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,343060,1005623
I Guess I Just Feel Like,John Mayer,162645,1091985
"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,358309,2360766
我懷念的,Stefanie Sun,8007,76087
I'm On Fire,Bruce Springsteen,698666,5302171
God Needs The Devil,Jonah Kagen,43825,228576
Sunshine Of Your Love,Cream,1366244,7395993
The One That You Call,Mackenzy Mackay,45016,250560
Trendsetter,"Connor Price, Haviah Mighty",1220,7823
The Boys Of Summer - Remastered 2024,Don Henley,42527,99638
流沙,David Tao,6732,41886
All My Love,Noah Kahan,280774,4859607
A Whiter Shade of Pale - Original Single Version,Procol Harum,160098,800103
"Stand by me, Stand by you.",HIRAIDAI,18512,93176
"不將就 (電影""何以笙簫默""片尾曲)",Ronghao Li,7712,64694
Wouldn't It Be Nice,The Beach Boys,1132534,6282442
Call Your Mom,Noah Kahan,184004,2859904
Heartbreak Warfare,John Mayer,412957,3146149
I Got You,Devon Cole,10167,32478
Stay Alive,José González,322461,2096214
雨 (電視劇《以家人之名》插曲),沈以誠,4422,41132
戒菸,Ronghao Li,8640,76804
Shadow,Livingston,49083,379050
Hungry Heart,Bruce Springsteen,476345,2635789
Forest,Choi Yu Ree,10873,68347
好喜歡你,颜人中,4246,26778
Born to Run,Bruce Springsteen,880985,5247486
Rocky Mountain High,John Denver,243916,1272385
Only Love,Ben Howard,506443,3542224
Half of My Heart,John Mayer,312544,2171830
GRAVITY,Matt Hansen,27548,182335
紅色高跟鞋,Tanya Chua,5730,42604
Northern Attitude,Noah Kahan,308726,4460815
The Blower's Daughter,Damien Rice,664877,5138900
Be Someone,Benson Boone,64088,438042
Some Days,Brent Morgan,13743,78810
Hallelujah,Jeff Buckley,1293735,9788712
I See Fire,Ed Sheeran,564034,4912309
Heeriye (feat. Arijit Singh),"Jasleen Royal, Arijit Singh, Dulquer Salmaan",986,5839
50 Ways to Leave Your Lover,Paul Simon,500352,2936412
Sleep Deprivation,Chance Peña,125541,849562
You Can Call Me Al,Paul Simon,900468,5711293
My Home,Myles Smith,66618,405816
夏夜最后的烟火,颜人中,4095,40041
Give Me One Reason,Tracy Chapman,351222,1847704
What a Fool Believes,The Doobie Brothers,487282,3101785
普通朋友,David Tao,8980,66317
You Really Got Me,The Kinks,1053800,4948389
SOMEONE TO YOU,Matt Hansen,11750,54576
Is What It Is,Chance Peña,41626,169554
Wait For You,Myles Smith,39667,174138
さくらんぼ,Ai Otsuka,18096,161891
Surfin' U.S.A. - Remastered 2001,The Beach Boys,286212,1257452
Rhinestone Cowboy,Glen Campbell,179694,951756
Letting Go,Tanya Chua,4780,46177
Show Me The Way,Peter Frampton,268251,1126080
You Got It,Roy Orbison,373748,1970951
Remember The Name (feat. Eminem & 50 Cent),"Ed Sheeran, Eminem, 50 Cent",1955,8161
Harvest Moon,Neil Young,666650,4613202
刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,21898,277397
Fire and Rain - 2019 Remaster,James Taylor,180077,967327
birthday cake,Dylan Conrique,102262,809406
Husn,Anuv Jain,36301,637026
Maine,Noah Kahan,181241,2462019
Old Time Rock & Roll,Bob Seger,271622,1443870
Dangerous Hands,Austin Giorgio,23054,144402
Leader of the Band,Dan Fogelberg,100726,362615
Solsbury Hill,Peter Gabriel,525335,3061031
Don't Know Much (with Aaron Neville),"Linda Ronstadt, Aaron Neville",683,1984
White Winter Hymnal,Fleet Foxes,1228789,11816808
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,416917,1909789
"Don't Think Twice, It's All Right",Bob Dylan,706120,5109939
和你,余佳運,2910,18287
Little Saint Nick - 1991 Remix,The Beach Boys,390695,1293668
Run To You,Bryan Adams,491988,2612306
Movement,Hozier,382221,3969549
Angel Of Small Death & The Codeine Scene,Hozier,311441,2685209
プラネタリウム,Ai Otsuka,26065,219431
Last Man Standing,Livingston,32730,238957
你啊你啊 - 電視劇「用九柑仔店」插曲,Waa Wei,4361,25651
The Joker,Steve Miller Band,799310,4491143
White Room,Cream,991486,5491408
遇見,Stefanie Sun,7636,64131
Unknown / Nth,Hozier,296933,3688685
doomsday,Lizzy McAlpine,285248,4168665
Hold My Girl,George Ezra,178572,1258881
I Won't Back Down,Tom Petty,503301,2673927
Please Keep Loving Me,James TW,71673,318252
Kokomo,The Beach Boys,588424,3434126
Pretty Baby,Alex Sampson,13830,64538
WHERE YOU BELONG,Matt Hansen,24316,181207
Last Train Home,John Mayer,131602,1110582
Forever,Noah Kahan,169447,2203676
Something Like Olivia,John Mayer,165417,1003035
青い珊瑚礁,Seiko Matsuda,7274,51730
Spring Into Summer,Lizzy McAlpine,79242,755276
Somebody to Love,Jefferson Airplane,1105021,7184435
Nobody's Soldier,Hozier,181744,1369060
後來,Rene Liu,5218,37552
ミズキリ,Yuuri,11433,68709
Walkin’ Back to Georgia,Jim Croce,164390,738627
Sang Rahiyo (feat. Ujjwal Kashyap),"Jasleen Royal, Ujjwal Kashyap",81,313
Footloose,Kenny Loggins,652154,3015105
風になる,Tsuji Ayano,12105,74649
Real Gone,Sheryl Crow,168808,1281054
Walked Through Hell,Anson Seabra,107248,944399
The Times They Are A-Changin',Bob Dylan,934162,5702857
Jackie And Wilson,Hozier,543737,6087888
道,Hikaru Utada,21661,162428
就是愛妳,David Tao,3620,21283
Forget Her,Jeff Buckley,472658,5056421
False Confidence,Noah Kahan,215338,2360744
想和你看五月的晚霞,陳華,7512,62405
If You Could Read My Mind,Gordon Lightfoot,229680,1154514
Good Vibrations - Remastered 2001,The Beach Boys,342786,1790437
Born in the U.S.A.,Bruce Springsteen,783661,5510652
When Scars Become Art,"Gatton, Brooke Young",229,1014
sweat,Haiden Henderson,23573,178641
Hurts So Good,John Mellencamp,287623,1207681
Learning To Fly,Tom Petty and the Heartbreakers,462675,2445913
雨天,Stefanie Sun,6552,53718
Palagi,TJ Monterde,35058,357949
一笑倾城（《微微一笑很倾城》电视剧片头曲）,Silence Wang,880,2939
やさしさに包まれたなら,Yumi Arai,20849,156557
Wake Me up When September Ends,Green Day,1672610,12396675
21 Guns,Green Day,1071341,8759843
Angel With a Shotgun,The Cab,221048,1802498
I'm Not Okay (I Promise),My Chemical Romance,1292388,15349704
Boulevard of Broken Dreams,Green Day,1858934,14154407
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,1023218,13701266
I Hate Myself for Loving You,Joan Jett & the Blackhearts,146175,672190
This Charming Man - 2011 Remaster,The Smiths,1219754,17740293
遥か彼方,ASIAN KUNG-FU GENERATION,178625,1419374
All I Wanted,Paramore,1139241,13975126
Famous Last Words,My Chemical Romance,1051031,11566527
Welcome to Paradise,Green Day,900821,6202537
Jesus of Suburbia,Green Day,818972,6267255
King For A Day,"Pierce The Veil, Kellin Quinn",731631,13346630
Longview,Green Day,729735,4630626
Holiday / Boulevard of Broken Dreams,Green Day,484507,3145353
"Dear Maria, Count Me In",All Time Low,1034005,10237046
Decode,Paramore,1093516,13230998
The Ghost of You,My Chemical Romance,1041493,12493115
Sad Song (feat. Elena Coats),"We The Kings, Elena Coates",485,2175
Minority,Green Day,481786,3071019
I'm Just a Kid,Simple Plan,694027,3958302
Na Na Na (Na Na Na Na Na Na Na Na Na),My Chemical Romance,787907,9042204
Goo Goo Muck,The Cramps,390200,2259117
Welcome to My Life,Simple Plan,733844,4305967
What's New Scooby-Doo?,Simple Plan,171071,1238087
Still Breathing,Green Day,187384,1237424
Ain't It Fun,Paramore,1037212,10156000
A Match Into Water,Pierce The Veil,568929,8692308
I Know It's Over - 2011 Remaster,The Smiths,691924,7963582
I Love You Like An Alcoholic,The Taxpayers,198834,2070566
Two Is Better Than One (feat. Taylor Swift),"BOYS LIKE GIRLS, Taylor Swift",175170,1240657
That's What You Get,Paramore,1240901,12602864
Jet Lag (feat. Natasha Bedingfield),"Simple Plan, Natasha Bedingfield",1979,9070
This Night Has Opened My Eyes - 2011 Remaster,The Smiths,954853,14222270
Re:Re:,ASIAN KUNG-FU GENERATION,162291,1543480
"Check Yes, Juliet",We The Kings,325302,2293815
Starburster,Fontaines D.C.,276458,3167258
Bigmouth Strikes Again - 2011 Remaster,The Smiths,797968,9195660
Lights Out,Mindless Self Indulgence,252390,2835111
December,Neck Deep,163247,2109673
Deceptacon,Le Tigre,922996,8396413
Ignorance,Paramore,1024275,11998253
Dead!,My Chemical Romance,890512,10131320
アフターダーク,ASIAN KUNG-FU GENERATION,94924,868196
If You Can't Hang,Sleeping With Sirens,499709,6818158
小さな恋のうた,MONGOL800,15236,131540
You're Not Alone,Saosin,283220,2254262
Lovesong - Remastered,The Cure,520574,5041095
Why Don't You Get A Job,The Offspring,540716,3553450
虹,SUDA MASAKI,6706,31217
まちがいさがし,SUDA MASAKI,8933,42026
In Bloom,Neck Deep,171686,2059046
crushcrushcrush,Paramore,1226327,13070560
Duka,Last Child,14515,135002
リライト,ASIAN KUNG-FU GENERATION,105346,983044
Bulls In The Bronx,Pierce The Veil,465089,7205949
Caraphernelia,Pierce The Veil,451091,7076125
Brick by Boring Brick,Paramore,823494,9172056
What Do They Know?,Mindless Self Indulgence,359386,3524640
Love Will Tear Us Apart - 2020 Remaster,Joy Division,661228,5879927
You Make Me Feel... (feat. Sabi),"Cobra Starship, Sabi",5017,18754
さよならエレジー,SUDA MASAKI,10905,63494
Hell Above,Pierce The Veil,417238,6430570
Tom Tom,Holy Fuck,76658,638945
December (again) [feat. Mark Hoppus],Neck Deep,85715,880309
Inbetween Days,The Cure,871309,6686644
Prescription,Mindless Self Indulgence,164747,1568100
Hold On Till May,"Pierce The Veil, Lindsey Stamey",6750,60571
Well I Wonder - 2011 Remaster,The Smiths,447378,3842789
第ゼロ感,10-FEET,23934,159763
Favourite,Fontaines D.C.,196405,2195871
London Calling - Remastered,The Clash,625166,4300860
"If I'm James Dean, You're Audrey Hepburn",Sleeping With Sirens,334636,4394658
Bug,Fontaines D.C.,171537,1764286
Only One,Yellowcard,481865,3388760
Fell In Love With a Girl,The White Stripes,1298038,10406644
Feeling This,blink-182,795220,7265682
MakeDamnSure,Taking Back Sunday,568091,5143811
Alone In A Room,Asking Alexandria,152775,1642955
Cherry Bomb,The Runaways,762250,4689218
Fall for You (Acoustic),Secondhand Serenade,68078,370203
Lonely Boy,The Black Keys,1280092,12202996
Memory,Sugarcult,402239,2547683
Get It Up,Mindless Self Indulgence,194316,2089818
ONE MORE TIME,blink-182,140111,1179493
Jenny,The Click Five,70382,443327
Stupid MF,Mindless Self Indulgence,262784,2709210
Monsters (feat. blackbear),"All Time Low, blackbear",4574,24471
All Signs Point To Lauderdale,A Day To Remember,349731,3837123
Тоска,Molchat Doma,332655,2606586
Pressure,Paramore,661524,5970779
Asleep - 2011 Remaster,The Smiths,498235,4503227
Pretty Girls Make Graves - 2011 Remaster,The Smiths,584861,5565568
Tubthumping,Chumbawamba,740795,3929515
Fairytale of New York (feat. Kirsty MacColl) - Edit,"The Pogues, Kirsty MacColl",1042,2810
Tonight Tonight,Hot Chelle Rae,525379,3112229
Telescope,Cage The Elephant,451151,3751033
Disorder - 2007 Remaster,Joy Division,709765,7547921
It Ends Tonight,The All-American Rejects,543737,3654832
The Great Escape,BOYS LIKE GIRLS,644015,4476354
"Swing, Swing",The All-American Rejects,658362,3920229
Клетка,Molchat Doma,284370,2047012
Tighten Up,The Black Keys,1032383,8682033
The Taste of Ink,The Used,640058,4784248
Tonight,FM Static,104609,876548
We're Going to Be Friends,The White Stripes,777000,4433735
I Wanna Be Sedated,Ramones,786671,4586172
My Own Worst Enemy,Lit,760044,5221462
Hit That,The Offspring,592001,3738497
Never Wanted To Dance,Mindless Self Indulgence,326527,3436570
Lullaby - Remastered,The Cure,964884,7301282
3S`,Mindless Self Indulgence,45556,609182
Town Called Malice,The Jam,509320,2895816
Anthem Part Two,blink-182,457611,3316244
False Pretense,The Red Jumpsuit Apparatus,351725,2336742
"I'm Made Of Wax, Larry, What Are You Made Of?",A Day To Remember,361297,4440433
Half a Person - 2011 Remaster,The Smiths,357205,2736963
Hate This Song,"All Time Low, I Prevail",793,4239
Once in a Lifetime - 2005 Remaster,Talking Heads,450420,3599932
Cold Cold Cold,Cage The Elephant,525711,4403237
Coming Clean,Green Day,404996,2067606
Sweetness,Jimmy Eat World,781060,5829471
God Save The Queen,Sex Pistols,830050,4259243
Faggot,Mindless Self Indulgence,312254,3031146
Miracle,A Day To Remember,90843,929434
In The Modern World,Fontaines D.C.,154597,1206622
Bad Reputation,Joan Jett & the Blackhearts,113809,643417
Heads Will Roll - A-Trak Remix Radio Edit,"Yeah Yeah Yeahs, A-Trak",2162,8027
Spitting Off the Edge of the World,"Yeah Yeah Yeahs, Perfume Genius",2722,10754
Love Drunk,BOYS LIKE GIRLS,356122,2344169
Weightless,All Time Low,402980,4091834
Panic - 2011 Remaster,The Smiths,429483,3222580
Gone Away - 1997,The Offspring,127869,744147
A Forest,The Cure,888809,6521017
On Fye,"The Simps, Eyedress, zzzahara",6440,28193
I'd Do Anything,Simple Plan,333360,1841154
Sa Ngalan Ng Pag-Ibig,December Avenue,43549,385926
Give It All,Rise Against,576822,5477370
The River,Good Charlotte,321434,2651088
Mother,Danzig,692649,5193854
Группа крови,Kino,86317,1022756
D.A.N.C.E,Justice,871652,6936865
Take on the World,You Me At Six,123014,842616
Mr. Highway's Thinking About The End,A Day To Remember,279373,3033568
Golden Skans,Klaxons,1013347,7401865
Love Shack,The B-52's,638471,3051996
Cute Without The 'E' (Cut From The Team) - Remastered 2019,Taking Back Sunday,93528,451198
Bulong,December Avenue,37436,353971
Death Cup,Mom Jeans.,272811,3748844
Monolith,Twin Tribes,66037,537869
Here's The Thing,Fontaines D.C.,161963,1372672
Original Prankster,"The Offspring, Redman",3045,10805
Doin' Time,Sublime,576417,3730930
Abu Simbel,"WhoMadeWho, Rampa",655,2450
Moment Of Truth,FM Static,60200,422774
In Between,Beartooth,165736,1748323
Over My Head (Better Off Dead),Sum 41,306926,2322363
Because the Night,Patti Smith,592371,3542283
Ala Mode,Mindless Self Indulgence,52343,557867
